ID,Name
1,2
2,2
3,2
4,2
5,3
6,4
7,5
8,6
9,7
10,8
11,9
12,10
13,11
14,12
15,8
16,9
17,10
18,11
19,12
20,8
21,9
22,10
23,11
24,12
25,13
26,14
27,15
28,16
29,17
30,13
31,14
32,15
33,16
34,17
35,13
36,14
37,15
38,16
39,17
40,18
41,19
42,20
43,21
44,22
45,18
46,19
47,20
48,21
49,22
50,18
51,19
52,20
53,21
54,22
55,23
56,24
57,25
58,26
59,27
60,23
61,24
62,25
63,26
64,27
65,23
66,24
67,25
68,26
69,27
70,28
71,29
72,30
73,31
74,32
75,28
76,29
77,30
78,31
79,32
80,28
81,29
82,30
83,31
84,32
85,33
86,34
87,35
88,36
89,37
90,33
91,34
92,35
93,36
94,37
95,33
96,34
97,35
98,36
99,37
100,38
101,39
102,40
103,41
104,42
105,38
106,39
107,40
108,41
109,42
110,38
111,39
112,40
113,41
114,42
115,43
116,44
117,45
118,46
119,47
120,53
121,54
122,55
123,56
124,57
125,53
126,54
127,55
128,56
129,57
130,53
131,54
132,55
133,56
134,57
135,58
136,59
137,60
138,61
139,62
140,58
141,59
142,60
143,61
144,62
145,58
146,59
147,60
148,61
149,62
150,63
151,64
152,65
153,66
154,67
155,63
156,64
157,65
158,66
159,67
160,63
161,64
162,65
163,66
164,67
165,68
166,69
167,70
168,71
169,72
170,68
171,69
172,70
173,71
174,72
175,68
176,69
177,70
178,71
179,72
180,73
181,74
182,75
183,76
184,77
185,73
186,74
187,75
188,76
189,77
190,73
191,74
192,75
193,76
194,77
195,78
196,79
197,80
198,81
199,82
200,78
201,79
202,80
203,81
204,82
205,78
206,79
207,80
208,81
209,82
210,83
211,84
212,85
213,86
214,87
215,88
216,89
217,90
218,91
219,92
220,88
221,89
222,90
223,91
224,92
225,88
226,89
227,90
228,91
229,92
230,93
231,94
232,95
233,96
234,97
235,93
236,94
237,95
238,96
239,97
240,93
241,94
242,95
243,96
244,97
245,98
246,99
247,100
248,101
249,102
250,98
251,99
252,100
253,101
254,102
255,98
256,99
257,100
258,101
259,102
260,103
261,104
262,105
263,106
264,107
265,103
266,104
267,105
268,106
