id,name
1,""
2,"有弹性的皮"
3,"滑溜溜的皮"
4,"坚硬的脊椎骨"
5,""
6,"硬邦邦的毛"
7,"细碎的肌肉纤维"
8,"浓密的毛"
9,"湿滑的舌头"
10,"极致瘦肉"
11,"缺边的鸟喙"
12,"不会发光的石头"
13,"滑溜溜的兽肉"
14,"滑溜的表皮"
15,"细小的兽角"
16,"弹性软骨"
17,"布满伤痕的宝石"
18,"活跃的细胞"
19,"黑色雾渣"
20,"肮脏的翅膀"
21,""
22,""
23,""
24,""
25,""
26,"破烂的昆虫翅膀"
27,"滑顺体液"
28,"黏答答黏液"
29,"折断的触角"
30,"脱落的昆虫下颚"
31,"小巧的甲壳"
32,"裂开的螯"
33,"破碎的钩爪"
34,"纤细的虫脚"
35,"华丽的虫脚"
36,"虫味花蜜"
37,"华丽的昆虫下颚"
38,""
39,""
40,""
41,""
42,"剥落的装甲板"
43,""
44,"优质的曲轴零件"
45,"通用的曲轴零件"
46,"小小的背鳍"
47,"浑浊的薄皮"
48,"快要腐烂的红肉"
49,"腥臭白肉"
50,"只有肥肉的前腹肉"
51,"软体的黏液"
52,"华丽的胡须"
53,"华丽的针骨"
54,"新鲜的红肉"
55,"怪味肝"
56,"爽口前腹肉"
57,"透明薄皮"
58,"顶级软皮"
59,"顶级鳞片"
60,"发光的网膜"
61,""
62,"鲜艳羽毛"
63,"轻盈毛皮"
64,"沾有泥巴的兽皮"
65,""
66,"有洞的蹼"
67,""
68,""
69,""
70,""
71,""
72,""
73,""
74,"金色冷杉"
75,""
76,"利贝尔塔斯雕文"
77,"黄金色装甲"
78,"威塔的银心脏"
79,"次世代的镜头零件"
80,"双层板"
81,"库雷亚尔雕文"
82,"八爪基板"
83,"诡异的电光触手"
84,"托鲁多尔的吸盘"
85,"坦普斯雕文"
86,"黑钢重装甲"
87,"婆娑罗的武神勋章"
88,""
89,""
90,""
91,"贝卢迪计数器"
92,""
93,""
94,"强化的推进器零件"
95,""
96,""
97,"贝卢迪的自爆装置"
98,"次世代的推进器零件"
99,"纯正的曲轴零件"
100,"二手精华瓶"
101,"全新精华瓶"
102,"优质的保险丝零件"
103,"贝卢迪罗之灯"
104,""
105,""
106,""
107,"通用的火星塞零件"
108,"强化的火星塞零件"
109,""
110,""
111,""
112,""
113,""
114,""
115,""
116,""
117,""
118,"R.B.元件"
119,"T.P.元件"
120,"S.P.元件"
121,"E.M.元件"
122,"多功能钢索"
123,"O.X.元件"
124,"葛朵勒头部"
125,"通用的干扰零件"
126,"改良的干扰零件"
127,""
128,"库欧辅助机"
129,""
130,""
131,"强化的活塞零件"
132,""
133,""
134,""
135,""
136,"黑色电子罗盘"
137,""
138,""
139,"金色电子罗盘"
140,""
141,""
142,""
143,"通用的线圈零件"
144,"改良的线圈零件"
145,""
146,"元素块"
147,"梅-图乌的北风纹章"
148,"梅-图乌的南风纹章"
149,"梅-图乌的西风纹章"
150,"梅-图乌的东风纹章"
151,""
152,"梅-图乌之手"
153,"纯正的骨架零件"
154,"强化的骨架零件"
155,"染血的面甲"
156,""
157,""
158,""
159,""
160,""
161,""
162,"能源管线"
163,"迪亚雷克雕文"
164,"镭射光的零件"
165,"德瓦·卡卡拉的红耳朵"
166,""
167,"改良的镜头零件"
168,""
169,"纯正的炉膛零件"
170,"次世代的炉膛零件"
171,"次世代的曲轴零件"
172,"达玛士库金属"
173,"奥利哈金属"
174,"紫水晶金属"
175,"松绿金属"
176,"巴斯基亚的控制装置"
177,""
178,"强化的曲轴零件"
179,"改良的主轴零件"
180,"通用的桨叶零件"
181,"强化的桨叶零件"
182,"兹塔之眼"
183,"古代防卫装置的装甲"
184,"次世代的主核心零件"
185,"杰-拉亚之手"
186,"优质的主核心零件"
187,"杰-拉亚的红莲纹章"
188,"杰-拉亚的漆黑纹章"
189,"杰-拉亚的黄金纹章"
190,"杰-拉亚的白银纹章"
191,""
192,"通用的机械轴零件"
193,"基古的长天线"
194,"纯正的机械轴零件"
195,"改良的机械轴零件"
196,"优质的机械轴零件"
197,""
198,""
199,"库姆巴电容器"
200,"通用的感应器零件"
201,"改良的感应器零件"
202,"高性能的感应器零件"
203,""
204,"强化的喷射器零件"
205,"次世代的喷射器零件"
206,"元素碎片"
207,"基-斯欧的太阳纹章"
208,""
209,"纯正的金属板零件"
210,"金色防倾杆"
211,"黑色防倾杆"
212,"土色防倾杆"
213,"白色防倾杆"
214,"斯帕迪雕文"
215,"虹色雕刻的碎片"
216,"尼尔涅尔的活假面"
217,"兴奋药剂"
218,""
219,""
220,""
221,"优质的透明腰带"
222,"优质的白色腰带"
223,"优质的红色腰带"
224,""
225,""
226,""
227,""
228,"弥鲁萨德的红头巾"
229,"弥鲁萨德的蓝头巾"
230,""
231,"寄生虫胶囊"
232,""
233,"肮脏的碎布"
234,""
235,""
236,""
237,""
238,""
239,""
240,"巨人的优质细胞"
241,"锡卢兽的蓝木支架"
242,"锡卢兽的天然碳酸水"
243,"浓缩树液"
244,"白霉蛋"
245,"锡卢兽的白木支架"
246,"锡卢兽的黑木支架"
247,"锡卢兽的金木支架"
248,""
249,""
250,""
251,""
252,""
253,""
254,""
255,""
256,"熔岩兽的打火石"
257,"燃烧岩石"
258,"熔岩兽的悠久业火"
259,"熔岩结晶"
260,"巨人的灼热细胞"
261,""
262,""
263,""
264,""
265,""
266,""
267,""
268,""
269,""
270,""
271,""
272,""
273,"损坏的带扣"
274,""
275,""
276,"优质的黑色腰带"
277,"拜亚斯的零钱袋"
278,""
279,"斯奇恩提雕文"
280,"电击外星人的血液"
281,""
282,"凯缇雅的黑高跟鞋"
283,"埃克斯佩里耶雕文"
284,"怪力男的红发"
285,"达冈的金刚戒指"
286,"耶瑟雕文"
287,"金属外星人的锁链"
288,"莉兹的白银耳饰"
289,"金牌"
290,"金杯"
291,"金锭"
292,"金柏"
293,""
294,""
295,""
296,""
297,""
298,"黏糊糊的液体"
299,"深灰色甲壳"
300,"七彩金属"
301,"希尔聂蛛的黏着细丝"
302,"亚勒聂蛛的白银丝"
303,"亚勒聂蛛的黄金丝"
304,"亚勒聂蛛的阎魔丝"
305,"亚勒聂蛛的漆黑金丝"
306,"亚勒聂蛛的花纹爪子"
307,"希尔聂蛛的红酸袋"
308,"希尔聂蛛的茧丝"
309,""
310,"华丽的钩爪"
311,"希尔聂蛛的绿青酸袋"
312,"帕古鲁蟹的甲壳蟹黄"
313,""
314,""
315,"华丽的螯"
316,"帕古鲁蟹的红甲壳"
317,"帕古鲁蟹的白甲壳"
318,"帕古鲁蟹的蓝甲壳"
319,"希尔聂蛛的紫浓硫酸袋"
320,"瓦萨尔虫的巨大下颚"
321,""
322,"瓦萨尔虫的巨角"
323,"瓦萨尔虫的壳"
324,"华丽的大角"
325,"哈密瓜油"
326,"枫叶油"
327,"蜂蜜油"
328,"椰子油"
329,"格尔卡斯虫的巨大下颚"
330,""
331,"格尔卡斯虫的巨角"
332,"格尔卡斯虫的壳"
333,"布朗尼石"
334,"绿色水晶"
335,""
336,""
337,""
338,"柏伦提虫的月牙镰"
339,"柏伦提虫的活动尾巴"
340,"柏伦提虫的锐利下颚"
341,""
342,""
343,""
344,"阿尔达镰虫的月牙镰"
345,"阿尔达镰虫的活动尾巴"
346,""
347,"阿尔达镰虫的黑触角"
348,"阿尔达镰虫的红触角"
349,"发光的触角"
350,""
351,""
352,"青藻苔"
353,"塔片塔龟的背苔"
